engine_id,timestamp,cyl_1_temp,cyl_2_temp,cyl_3_temp,cyl_4_temp,oil_pressure,rpm,egt_1_temp,egt_2_temp,egt_3_temp,egt_4_temp,vibration_rms,fuel_flow_1,fuel_flow_2,fuel_flow_3,fuel_flow_4,oil_temp,fault_mode,rul
9999,0.0,119.24161835833908,118.87439008601602,117.33190757384511,121.76552574486418,4.381648135279982,5286.116618836099,454.139085646784,456.31787753564987,447.7667152263738,452.51268278902324,0.4269671696899704,10.622584451209125,10.226208878386746,10.212280922402025,9.852680528249207,94.09120194106184,cyl3_thermal,500.0
9999,0.05,120.55894436861142,120.43843651897475,122.48891406763795,118.34297931857819,4.666033669486837,5287.818681806558,453.21807259724005,454.4419278934768,450.22945851516295,447.73168200358003,0.46033044779259047,9.958168190980306,10.41628394378821,9.46045801202231,9.904782610239062,95.28873970148942,cyl3_thermal,500.0
9999,0.1,124.42432411924696,120.44385159394248,122.44427873910017,118.84012542330986,4.721086775812622,5344.41380572047,452.8526119824715,450.12100158541654,448.8328925840679,446.87016306847426,0.4135120726942926,10.29385947828788,10.156617892516179,9.542985091705035,9.870154283660087,94.60729859384121,cyl3_thermal,500.0
9999,0.15,116.57540299685274,117.49189217883996,117.70718766017539,120.60725642670214,4.700417848274602,5314.985887376509,447.84124004795956,449.0265562030296,451.5285890937205,446.79059989182764,0.47814221943474267,10.273251690508333,10.252085407796926,10.13308549864811,9.682879545028255,94.373368040551,cyl3_thermal,500.0
9999,0.2,118.5453726807744,118.94318684294146,121.45637641945497,122.39006289912022,4.49350980658854,5254.320862592321,451.9813732763133,450.2812294470063,451.39056422289457,452.88991599236857,0.39277782136599637,10.318296096974409,10.122925124015788,10.028509485807591,9.65737501613213,96.6899681069355,cyl3_thermal,500.0
9999,0.25,120.73623190713153,122.79186751150931,120.71757959509543,117.46675320060291,4.733333976343806,5339.473036469329,452.98838344960643,446.05628689967983,444.93012474945067,451.7573505409869,0.38619108540610586,9.804349029384703,9.85123394259262,9.86180302142722,9.815711107629314,95.62067743312711,cyl3_thermal,500.0
9999,0.3,119.84480471049596,121.32145223717426,119.19969209334556,117.92476061722512,4.46964137857977,5333.714749069556,448.5563751588525,454.15849019997313,453.2475099295195,451.59952851772596,0.38030049203083205,9.792877492768989,9.51764880155828,9.745708297100943,10.335134855069683,94.56825357041342,cyl3_thermal,500.0
9999,0.35,118.0487189802362,119.55801163358315,118.63898269465196,122.14799232940018,4.631522024389404,5330.841429322331,449.5817397596493,450.08059151918303,450.06513705513385,455.2731377992707,0.39596840354690166,10.05458225791943,9.900628062403833,10.201826799600113,9.439382878895433,94.15659682239442,cyl3_thermal,500.0
9999,0.4,120.92578773269713,118.91605925463955,123.28621898962943,120.64187662703202,4.632940591885117,5382.354108560626,451.1434417599924,455.1989917375897,451.71415332775524,449.8384734737519,0.4024246747443781,9.957906697865628,10.509406071933784,10.383525290296923,9.668540768092035,93.26698952168945,cyl3_thermal,500.0
9999,0.45,115.31496988367373,121.0752261975375,119.36369623668892,121.58502803834513,4.574919751702754,5335.426781109266,450.2989552656563,446.7877019571843,446.71765566469594,451.7439185775515,0.3675809082865941,9.654516140390461,10.188287545421142,9.85162564920404,9.535116276971472,94.8144690351448,cyl3_thermal,500.0
9999,0.5,122.62752952916235,117.0760289722337,121.1347157871001,121.53531220522495,4.307694583166188,5285.088451777402,451.20265778151344,457.3657154814353,446.4260911391764,452.5980846325574,0.33702882245908333,9.911049674929071,10.472038773211164,9.737069337156685,10.372003113045654,92.63579896613406,cyl3_thermal,500.0
9999,0.55,120.87517874419656,120.75702260744039,118.82510811052617,119.51941942346558,4.554299798151636,5336.805433186212,449.69599195973063,449.2360733607135,447.3996121643807,452.84816613173695,0.4119423658608915,9.771831404632435,9.895032072273322,10.217841028762642,10.310182602081124,94.04036422054273,cyl3_thermal,500.0
9999,0.6,122.65647134888847,122.26071897722103,119.32293327571487,121.40887290627008,4.7788388061548295,5383.326882719717,444.2830146861671,451.03358015486094,450.2309534421384,452.0121210981781,0.4336669765372301,10.523777650650347,10.249619108187868,10.057605009704535,10.026682234990883,94.94793529903005,cyl3_thermal,500.0
9999,0.65,121.2856864865338,119.25913296410744,122.5698944432995,122.6959357049439,4.508493711950194,5303.419160363306,450.3045726990745,448.64163594036694,445.9564185976783,454.6021369176646,0.4865662805238745,10.134992745904434,9.679097063841956,9.524003603997585,10.004705998231271,95.17647363183292,cyl3_thermal,500.0
9999,0.7,119.00495112945025,121.29327678653547,118.84574865222297,119.98103230215891,4.407781576916918,5259.358230554553,451.4196718881387,446.4755652583605,448.0499398564064,455.8037311134133,0.397630095983949,9.907688378047975,10.107111526112186,10.227144936479242,10.255769807320913,93.9661945688946,cyl3_thermal,500.0
9999,0.75,119.68419285815808,122.02339956293247,121.54148490973377,119.92021018958793,4.728073073770176,5296.294752770361,446.1289776219916,451.89497585974,453.6000208725822,450.3143799441827,0.3922874285761772,10.042156834184047,10.194807158282018,9.083419679188012,9.27547626211545,96.48845498900346,cyl3_thermal,500.0
